dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
125,Electabuzz,1.5,0.6667,1.5,1.5,0,1.6667,1.3333,0,1.1,1.2,5,30,0.98,ELECTABUZZ,2196,Thunder Punch,THUNDER_PUNCH,Thunderbolt,THUNDERBOLT,Thunder,THUNDER,Thunder Shock Fast,THUNDER_SHOCK_FAST,Low Kick Fast,LOW_KICK_FAST,FAMILY_ELECTABUZZ,Electabuzz,198,173,130,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,17,0.09,0.2,4.22625,0.392,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.7,0.8453,0.5,,,,,,,BUDDY_BIG,Big,Elekid,ELEKID,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Magmar,1.6667,0.6667,1.6667,1.8333,8,2,2,0,1.3,1.35,5,44.5,0.88,MAGMAR,2254,Fire Blast,FIRE_BLAST,Fire Punch,FIRE_PUNCH,Flamethrower,FLAMETHROWER,Ember Fast,EMBER_FAST,Karate Chop Fast,KARATE_CHOP_FAST,FAMILY_MAGMAR,Magmar,206,169,130,POKEMON_TYPE_FIRE,Fire,,,0.1,5,0.09,0.2,4.95,0.44,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.75,0.99,0.5,,,,,,,BUDDY_BIG,Big,Magby,MAGBY,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Pinsir,2,0.6667,1.6667,1.8333,0,2,1.3333,0,1.5,1.4,5,55,0.87,PINSIR,2770,Vice Grip,VICE_GRIP,X Scissor,X_SCISSOR,Close Combat,CLOSE_COMBAT,Rock Smash Fast,ROCK_SMASH_FAST,Bug Bite Fast,BUG_BITE_FAST,FAMILY_PINSIR,Pinsir,238,197,130,POKEMON_TYPE_BUG,Bug,,,0.1,3,0.09,0.3,4.24125,0.4,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.85,0.522,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Tauros,2.3333,0.6667,1.6667,2,0,1.6667,1.6,0,1.4,1.4,3,88.4,0.87,TAUROS,2488,Horn Attack,HORN_ATTACK,Iron Head,IRON_HEAD,Earthquake,EARTHQUAKE,Tackle Fast,TACKLE_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_TAUROS,Tauros,198,197,150,POKEMON_TYPE_NORMAL,Normal,,,0.1,11,0.09,0.3,4.4859376,0.435,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,1,0.8613,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Magikarp,1.3333,0.6667,0,1.5,0,0,1,0,0.9,0.85,1,10,1.07,MAGIKARP,220,Struggle,STRUGGLE,,,,,Splash Fast,SPLASH_FAST,,,FAMILY_MAGIKARP,Magikarp,29,102,40,POKEMON_TYPE_WATER,Water,,,0.2,3600,0.15,0.7,3.21,0.2675,1,0.15,0.8,1.6,0.2,,,0.5,0.5,0.6,0.642,0.5,Gyarados,GYARADOS,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Gyarados,2,0.6667,1.5,0.6667,0,2.3333,2,2,6.5,5.56,1,235,0.48,GYARADOS,3281,Hydro Pump,HYDRO_PUMP,Crunch,CRUNCH,Outrage,OUTRAGE,Bite Fast,BITE_FAST,Waterfall Fast,WATERFALL_FAST,FAMILY_MAGIKARP,Magikarp,237,197,190,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_FLYING,Flying,0.4,3,0.07,0.1,4.5,0.24,1,0.05,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,2,0.72,0.5,,,,,,,BUDDY_BIG,Big,Magikarp,MAGIKARP,400,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Lapras,2.6667,0.6667,1.6667,1.9,0,2.4,3,2.666667,2.5,2.57,5,220,0.7,LAPRAS,2603,Hydro Pump,HYDRO_PUMP,Surf,SURF,Blizzard,BLIZZARD,Frost Breath Fast,FROST_BREATH_FAST,Water Gun Fast,WATER_GUN_FAST,FAMILY_LAPRAS,Lapras,165,180,260,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_ICE,Ice,0.15,8,0.09,0.05,6.5625,0.525,1,0.1,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.5,1.05,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Ditto,0,0.6667,1.6667,1.6667,0,2,2,0,0.3,0.33,3,4,1.61,DITTO,718,Struggle,STRUGGLE,,,,,Transform Fast,TRANSFORM_FAST,,,FAMILY_DITTO,Ditto,91,91,96,POKEMON_TYPE_NORMAL,Normal,,,0.1,3600,0.1,0.2,3.01875,0.4025,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,,,0.3,0.6038,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Eevee,2.4667,0.6667,2.0667,1.8333,0,2.3333,0.8667,1.233333,0.3,0.3,5,6.5,1.68,EEVEE,969,Dig,DIG,Swift,SWIFT,,,Quick Attack Fast,QUICK_ATTACK_FAST,Tackle Fast,TACKLE_FAST,FAMILY_EEVEE,Eevee,104,121,110,POKEMON_TYPE_NORMAL,Normal,,,0.1,29,0.1,0.4,3.15,0.252,1,0.15,1.35,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.25,0.63,0.5,Vaporeon,VAPOREON,,,,25,BUDDY_SHOULDER,Shoulder,,,,,,,,,,,,,,Jolteon,JOLTEON,25,,,,,,,,,Flareon,FLAREON,25,Espeon,ESPEON,25,Umbreon,UMBREON,25,,,,,,,,,,,,,,,,,
134,Vaporeon,1.8667,0.6667,1.9,1.7,0,2,2.1333,2.133333,1,0.89,5,29,1.05,VAPOREON,3157,Water Pulse,WATER_PULSE,Hydro Pump,HYDRO_PUMP,Aqua Tail,AQUA_TAIL,Water Gun Fast,WATER_GUN_FAST,,,FAMILY_EEVEE,Eevee,205,177,260,POKEMON_TYPE_WATER,Water,,,0.1,8,0.06,0.125,3.5437496,0.21,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.45,0.5198,0.4,,,,,,,,,Eevee,EEVEE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Jolteon,2.6333,0.6667,1.9333,2.3333,0,2.6667,1.3333,1.866667,0.8,0.8,5,24.5,1.1,JOLTEON,2730,Discharge,DISCHARGE,Thunderbolt,THUNDERBOLT,Thunder,THUNDER,Thunder Shock Fast,THUNDER_SHOCK_FAST,Volt Switch Fast,VOLT_SWITCH_FAST,FAMILY_EEVEE,Eevee,232,201,130,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,11,0.06,0.125,3.3000004,0.22,1,0.2,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.33,0.495,0.5,,,,,,,,,Eevee,EEVEE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Flareon,2.5,0.6667,1.6667,2.0667,0,2.3333,1,2.666667,0.9,1.27,5,25,0.87,FLAREON,2904,Fire Blast,FIRE_BLAST,Flamethrower,FLAMETHROWER,Overheat,OVERHEAT,Ember Fast,EMBER_FAST,Fire Spin Fast,FIRE_SPIN_FAST,FAMILY_EEVEE,Eevee,246,204,130,POKEMON_TYPE_FIRE,Fire,,,0.1,8,0.06,0.125,2.93625,0.2175,1,0.15,1.35,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.5,0.4568,0.5,,,,,,,,,Eevee,EEVEE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Porygon,1.8333,0.6667,0,0.6667,0,2.6667,1.6,0,0.8,0.8,3,36.5,1.1,PORYGON,1567,Solar Beam,SOLAR_BEAM,Hyper Beam,HYPER_BEAM,Zap Cannon,ZAP_CANNON,Charge Beam Fast,CHARGE_BEAM_FAST,Hidden Power Fast,HIDDEN_POWER_FAST,FAMILY_PORYGON,Porygon,153,139,130,POKEMON_TYPE_NORMAL,Normal,,,0.1,23,0.09,0.4,4.125,0.385,0.7,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,0.55,0.825,0.5,Porygon2,PORYGON2,,,,50,BUDDY_BIG,Big,,,,,,,0.5,,,,,,,,,,,,ITEM_UP_GRADE,Up Grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Omanyte,2,0.6667,1.6667,1.8333,0,2.3333,2.6667,0,0.4,0.4,5,7.5,1.48,OMANYTE,1345,Ancient Power,ANCIENT_POWER,Bubble Beam,BUBBLE_BEAM,Rock Blast,ROCK_BLAST,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_OMANYTE,Omanyte,155,174,70,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_WATER,Water,0.1,23,0.09,0.4,2.25,0.15,1,0.15,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.3,0.333,0.5,Omastar,OMASTAR,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Omastar,2,0.6667,1.6667,1.8333,0,2,2.6667,0,1,1,5,35,1,OMASTAR,2685,Ancient Power,ANCIENT_POWER,Hydro Pump,HYDRO_PUMP,Rock Blast,ROCK_BLAST,Mud Shot Fast,MUD_SHOT_FAST,Water Gun Fast,WATER_GUN_FAST,FAMILY_OMANYTE,Omanyte,207,227,140,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_WATER,Water,0.1,8,0.05,0.15,3.75,0.4,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.5,0.5625,0.5,,,,,,,BUDDY_BIG,Big,Omanyte,OMANYTE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Kabuto,0,0.6667,0,1.5,0,2,2,0,0.5,0.5,5,11.5,1.35,KABUTO,1172,Ancient Power,ANCIENT_POWER,Aqua Jet,AQUA_JET,Rock Tomb,ROCK_TOMB,Scratch Fast,SCRATCH_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_KABUTO,Kabuto,148,162,60,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_WATER,Water,0.1,23,0.09,0.4,2.53125,0.3375,1,0.15,0.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.3375,0.5063,0.5,Kabutops,KABUTOPS,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Kabutops,2.1667,0.6667,1.6667,1.6,0,2.2,1.2,0,1.3,1.25,5,40.5,0.91,KABUTOPS,2517,Ancient Power,ANCIENT_POWER,Water Pulse,WATER_PULSE,Stone Edge,STONE_EDGE,Mud Shot Fast,MUD_SHOT_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_KABUTO,Kabuto,220,203,120,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_WATER,Water,0.1,4,0.05,0.15,4.265625,0.364,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.7,0.6825,0.5,,,,,,,BUDDY_BIG,Big,Kabuto,KABUTO,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Aerodactyl,2.1667,0.9,1.5,0.7333,0,2,1.3333,1.666667,1.8,3.7,5,59,0.57,AERODACTYL,2608,Ancient Power,ANCIENT_POWER,Iron Head,IRON_HEAD,Hyper Beam,HYPER_BEAM,Steel Wing Fast,STEEL_WING_FAST,Bite Fast,BITE_FAST,FAMILY_AERODACTYL,Aerodactyl,221,164,160,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_FLYING,Flying,0.1,14,0.09,0.2,5.25,0.285,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.875,0.125,1.5,0.5985,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Snorlax,2.4,0.6667,1.8333,1.6667,0,2.5,2.5,2.333333,2.1,2,5,460,0.74,SNORLAX,3355,Heavy Slam,HEAVY_SLAM,Hyper Beam,HYPER_BEAM,Earthquake,EARTHQUAKE,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,Lick Fast,LICK_FAST,FAMILY_SNORLAX,Snorlax,190,190,320,POKEMON_TYPE_NORMAL,Normal,,,0.1,8,0.09,0.05,5.55,0.74,1,0.05,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,1.15,1.11,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Articuno,2.0667,1,1.6667,0.6667,0,2.4,1.3333,1.333333,1.7,2.6,20,55.4,0.66,ARTICUNO,2933,Ice Beam,ICE_BEAM,Icy Wind,ICY_WIND,Blizzard,BLIZZARD,Frost Breath Fast,FROST_BREATH_FAST,,,FAMILY_ARTICUNO,Articuno,192,249,180,POKEMON_TYPE_ICE,Ice,POKEMON_TYPE_FLYING,Flying,0.1,8,0.1,0.03,3.7125,0.231,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,,,1.25,0.594,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
145,Zapdos,1.6,0.8333,1.5,0.8333,0,2,1,1.666667,1.6,2.36,20,52.6,0.69,ZAPDOS,3330,Zap Cannon,ZAP_CANNON,Thunderbolt,THUNDERBOLT,Thunder,THUNDER,Charge Beam Fast,CHARGE_BEAM_FAST,,,FAMILY_ZAPDOS,Zapdos,253,188,180,POKEMON_TYPE_ELECTRIC,Electric,POKEMON_TYPE_FLYING,Flying,0.1,8,0.1,0.03,3.88125,0.4485,0.25,0.15,1,1.6,0.2,Movement Electric,MOVEMENT_ELECTRIC,,,1.25,0.7763,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
146,Moltres,2.7333,1.3333,2,1.1667,0,2.5,1.8,1.8,2,3,20,60,0.62,MOLTRES,3272,Fire Blast,FIRE_BLAST,Heat Wave,HEAT_WAVE,Overheat,OVERHEAT,Fire Spin Fast,FIRE_SPIN_FAST,,,FAMILY_MOLTRES,Moltres,251,184,180,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_FLYING,Flying,0.1,8,0.1,0.03,5.23125,0.403,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,,,1.25,0.93,0.25,,,,,,,BUDDY_FLYING,Flying,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
147,Dratini,1.6667,0.6667,1.8333,1.4333,0,2,1.6,0,1.8,0.78,5,3.3,1.11,DRATINI,860,Wrap,WRAP,Twister,TWISTER,Aqua Tail,AQUA_TAIL,Dragon Breath Fast,DRAGON_BREATH_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_DRATINI,Dratini,119,94,82,POKEMON_TYPE_DRAGON,Dragon,,,0.1,29,0.09,0.4,3.121875,0.2775,1,0.15,0.85,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.4163,0.5,Dragonair,DRAGONAIR,Dragonite,DRAGONITE,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Dragonair,1.6,0.6667,1.6667,2,0,2.5,2,2,4,1.95,5,16.5,0.75,DRAGONAIR,1609,Wrap,WRAP,Aqua Tail,AQUA_TAIL,Dragon Pulse,DRAGON_PULSE,Dragon Breath Fast,DRAGON_BREATH_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_DRATINI,Dratini,163,138,122,POKEMON_TYPE_DRAGON,Dragon,,,0.1,23,0.06,0.1,5.625,0.375,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.75,0.8438,0.5,Dragonite,DRAGONITE,,,,100,BUDDY_BIG,Big,Dratini,DRATINI,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Dragonite,2.6667,0.6667,1.6667,0.8333,0,2.6667,1.5,1.5,2.2,2.28,5,210,0.7,DRAGONITE,3581,Hurricane,HURRICANE,Hyper Beam,HYPER_BEAM,Outrage,OUTRAGE,Dragon Tail Fast,DRAGON_TAIL_FAST,Steel Wing Fast,STEEL_WING_FAST,FAMILY_DRATINI,Dratini,263,201,182,POKEMON_TYPE_DRAGON,Dragon,POKEMON_TYPE_FLYING,Flying,0.1,8,0.05,0.05,4.5,0.6,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1,0.63,0.5,,,,,,,BUDDY_BIG,Big,Dragonair,DRAGONAIR,100,Dratini,DRATINI,25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Mewtwo,1.3333,0.6667,1.6667,2,0,2,3,3,2,2,20,122,0.74,MEWTWO,3982,Psychic,PSYCHIC,Shadow Ball,SHADOW_BALL,Hyper Beam,HYPER_BEAM,Psycho Cut Fast,PSYCHO_CUT_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_MEWTWO,Mewtwo,300,182,193,POKEMON_TYPE_PSYCHIC,Psychic,,,0.1,3,0.1,0.06,5.55,0.37,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,,,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,Focus Blast,FOCUS_BLAST,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
151,Mew,2.6667,0.6667,1.6667,0.6667,0,2.6667,1.6667,2,0.4,0.45,20,4,1.41,MEW,3090,Blizzard,BLIZZARD,Earthquake,EARTHQUAKE,Psychic,PSYCHIC,Pound Fast,POUND_FAST,,,FAMILY_MEW,Mew,210,210,200,POKEMON_TYPE_PSYCHIC,Psychic,,,0.1,8,0.1,,2.908125,0.141,1,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,0.3,0.423,0.5,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,Focus Blast,FOCUS_BLAST,,,,,,,,,,,,POKEMON_RARITY_MYTHIC,Mythic,Thunder,THUNDER,Fire Blast,FIRE_BLAST,Solar Beam,SOLAR_BEAM,Hyper Beam,HYPER_BEAM,,,,,,,
152,Chikorita,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.55,3,6.4,1.29,CHIKORITA,801,Energy Ball,ENERGY_BALL,Grass Knot,GRASS_KNOT,Body Slam,BODY_SLAM,Vine Whip Fast,VINE_WHIP_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CHIKORITA,Chikorita,92,122,90,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.1,0.2,2.8875,0.15,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.3,0.555,0.5,Bayleef,BAYLEEF,Meganium,MEGANIUM,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bayleef,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.3,3,15.8,0.89,BAYLEEF,1296,Energy Ball,ENERGY_BALL,Grass Knot,GRASS_KNOT,Ancient Power,ANCIENT_POWER,Razor Leaf Fast,RAZOR_LEAF_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CHIKORITA,Chikorita,122,155,120,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.07,0.125,4.1925,0.2,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.65,0.555,0.5,Meganium,MEGANIUM,,,,100,,,Chikorita,CHIKORITA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Meganium,1.3333,0.6667,1.6667,2,0,2,3,3,1.8,1.75,3,100.5,0.79,MEGANIUM,2227,Petal Blizzard,PETAL_BLIZZARD,Solar Beam,SOLAR_BEAM,Earthquake,EARTHQUAKE,Razor Leaf Fast,RAZOR_LEAF_FAST,Vine Whip Fast,VINE_WHIP_FAST,FAMILY_CHIKORITA,Chikorita,168,202,160,POKEMON_TYPE_GRASS,Grass,,,0.2,20,0.05,0.05,4.790625,0.36,1,0.15,1.7,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.85,0.555,0.5,,,,,,,BUDDY_BIG,Big,Bayleef,BAYLEEF,100,Chikorita,CHIKORITA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Cyndaquil,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.46,3,7.9,1.4,CYNDAQUIL,831,Flame Charge,FLAME_CHARGE,Swift,SWIFT,Flamethrower,FLAMETHROWER,Ember Fast,EMBER_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CYNDAQUIL,Cyndaquil,116,96,78,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.1,0.2,3.6,0.2,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.35,0.555,0.5,Quilava,QUILAVA,Typhlosion,TYPHLOSION,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Quilava,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,1.06,3,19,0.98,QUILAVA,1484,Flame Charge,FLAME_CHARGE,Dig,DIG,Flamethrower,FLAMETHROWER,Ember Fast,EMBER_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CYNDAQUIL,Cyndaquil,158,129,116,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.07,0.125,2.775,0.25,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.5,0.555,0.5,Typhlosion,TYPHLOSION,,,,100,,,Cyndaquil,CYNDAQUIL,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Typhlosion,1.3333,0.6667,1.6667,2,0,2,3,3,1.7,1.69,3,79.5,0.8,TYPHLOSION,2686,Fire Blast,FIRE_BLAST,Overheat,OVERHEAT,Solar Beam,SOLAR_BEAM,Ember Fast,EMBER_FAST,Shadow Claw Fast,SHADOW_CLAW_FAST,FAMILY_CYNDAQUIL,Cyndaquil,223,176,156,POKEMON_TYPE_FIRE,Fire,,,0.2,20,0.05,0.05,4,0.5,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,Quilava,QUILAVA,100,Cyndaquil,CYNDAQUIL,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Totodile,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.57,3,9.5,1.27,TOTODILE,1011,Crunch,CRUNCH,Aqua Jet,AQUA_JET,Water Pulse,WATER_PULSE,Water Gun Fast,WATER_GUN_FAST,Scratch Fast,SCRATCH_FAST,FAMILY_TOTODILE,Totodile,117,116,100,POKEMON_TYPE_WATER,Water,,,0.1,20,0.1,0.2,2.971125,0.2,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.37,0.555,0.5,Croconaw,CROCONAW,Feraligatr,FERALIGATR,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
